,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Limpar
1207,Tottenham,Man City,0,0,D,0,0,D,18,7,5,2,10,14,5,4,0,2,0,0,Certo
1208,Leicester,Everton,1,1,D,1,0,H,10,9,4,3,14,13,9,3,3,1,0,0,Certo
1209,Aston Villa,Derby,4,1,H,2,0,H,12,11,7,6,0,1,6,6,1,1,0,0,Certo
1210,Charlton,Coventry,2,2,D,0,1,A,12,10,8,6,8,16,6,6,1,2,0,0,Certo
1211,Everton,Ipswich,0,3,A,0,1,A,7,9,3,7,6,5,4,1,1,0,0,0,Certo
1212,Leeds,Tottenham,4,3,H,0,1,A,14,10,7,5,11,20,6,4,0,2,0,0,Certo
1213,Man City,Newcastle,0,1,A,0,0,D,9,15,7,9,16,12,10,8,0,1,0,0,Certo
1214,Southampton,Middlesbrough,1,3,A,0,2,A,16,7,8,5,6,22,6,6,2,2,0,0,Certo
1215,West Ham,Bradford,1,1,D,1,0,H,14,9,6,6,14,10,7,2,3,2,0,0,Certo
1216,Arsenal,Man United,1,0,H,1,0,H,7,13,5,4,18,17,3,11,2,3,0,0,Certo
1217,Chelsea,Liverpool,3,0,H,2,0,H,11,10,5,2,14,14,3,1,1,1,0,0,Certo
1218,Sunderland,Leicester,0,0,D,0,0,D,11,8,5,2,12,8,6,2,3,1,0,0,Certo
1219,Arsenal,Aston Villa,1,0,H,0,0,D,16,8,10,3,12,20,7,4,1,4,0,1,Certo
1220,Coventry,Tottenham,2,1,H,2,0,H,0,4,5,5,12,16,3,5,0,4,1,0,Error
1221,Everton,Southampton,1,1,D,0,0,D,7,7,3,4,16,13,9,8,1,3,0,0,Certo
1222,Ipswich,West Ham,1,1,D,1,0,H,11,7,8,2,10,11,8,5,0,4,0,0,Certo
1223,Leeds,Charlton,3,1,H,1,0,H,22,10,10,8,7,9,8,5,0,1,0,0,Certo
1224,Leicester,Man United,0,3,A,0,1,A,10,16,4,5,8,11,6,7,0,0,0,0,Certo
1225,Man City,Bradford,2,0,H,2,0,H,13,10,10,2,10,16,5,6,0,2,0,0,Certo
1226,Sunderland,Chelsea,1,0,H,0,0,D,16,11,11,2,12,18,5,0,0,1,1,1,Certo
1227,Derby,Liverpool,0,4,A,0,1,A,6,16,0,11,18,13,4,3,1,1,0,0,Certo
1228,Middlesbrough,Newcastle,1,3,A,0,1,A,8,15,2,8,8,13,6,6,2,1,0,0,Certo
1229,Bradford,Ipswich,0,2,A,0,1,A,7,12,3,3,15,14,9,1,1,0,0,0,Certo
1230,Charlton,Middlesbrough,1,0,H,0,0,D,5,8,2,6,11,19,5,6,2,2,0,0,Certo
1231,Chelsea,Coventry,6,1,H,2,0,H,33,3,19,3,6,8,10,0,0,1,0,1,Certo
1232,Liverpool,Leicester,1,0,H,0,0,D,24,8,11,3,8,10,10,9,1,2,0,0,Certo
1233,Man United,Leeds,3,0,H,1,0,H,26,5,14,0,9,18,12,4,0,2,0,0,Certo
1234,Newcastle,Everton,0,1,A,0,0,D,11,9,4,4,9,12,5,4,1,3,0,0,Certo
1235,Tottenham,Derby,3,1,H,2,1,H,18,8,8,7,9,16,7,4,1,2,0,0,Certo
1236,West Ham,Arsenal,1,2,A,0,2,A,11,13,3,5,15,11,5,4,1,0,0,0,Certo
1237,Aston Villa,Sunderland,0,0,D,0,0,D,17,7,4,3,11,17,7,3,1,3,0,0,Certo
1238,Southampton,Man City,0,2,A,0,1,A,19,11,6,4,10,15,9,3,1,2,0,0,Certo
1239,Arsenal,Man City,5,0,H,1,0,H,22,6,14,2,6,13,10,4,0,3,0,1,Certo
1240,Aston Villa,Charlton,2,1,H,2,0,H,12,7,7,4,13,11,9,6,3,2,0,0,Certo
1241,Chelsea,Tottenham,3,0,H,2,0,H,9,6,7,3,12,14,2,3,3,3,0,0,Certo
1242,Ipswich,Middlesbrough,2,1,H,2,0,H,19,7,11,3,8,17,6,1,0,2,0,0,Certo
1243,Leicester,Derby,2,1,H,1,1,D,9,7,5,2,9,18,7,3,0,3,0,0,Certo
1244,Man United,Southampton,5,0,H,2,0,H,16,12,8,5,5,9,7,7,0,0,0,0,Certo
1245,Sunderland,Coventry,1,0,H,0,0,D,11,10,7,4,17,10,1,3,2,2,0,0,Certo
1246,West Ham,Newcastle,1,0,H,0,0,D,11,12,4,5,15,10,3,8,3,2,0,0,Certo
1247,Bradford,Leeds,1,1,D,1,0,H,11,12,6,9,15,15,5,9,3,4,0,0,Certo
1248,Liverpool,Everton,3,1,H,1,1,D,10,9,8,7,10,10,9,6,0,1,0,1,Certo
1249,Charlton,Bradford,2,0,H,2,0,H,11,12,7,8,10,20,3,6,0,1,0,1,Certo
1250,Coventry,Man United,1,2,A,0,2,A,4,11,2,6,17,8,3,9,1,1,0,0,Certo
1251,Leeds,Liverpool,4,3,H,1,2,A,10,14,7,8,18,18,7,7,1,4,0,0,Certo
1252,Man City,Leicester,0,1,A,0,0,D,14,3,3,2,12,14,9,4,1,2,0,0,Certo
1253,Middlesbrough,Arsenal,0,1,A,0,1,A,4,11,3,8,10,11,5,8,1,1,1,0,Certo
1254,Newcastle,Ipswich,2,1,H,1,1,D,11,8,6,5,13,7,7,4,1,0,0,0,Certo
1255,Southampton,Chelsea,3,2,H,2,0,H,10,9,4,4,16,11,7,7,4,2,0,0,Certo
1256,Tottenham,Sunderland,2,1,H,1,0,H,11,12,6,3,18,9,8,7,1,0,1,0,Certo
1257,Everton,Aston Villa,0,1,A,0,0,D,14,4,6,1,17,23,6,2,3,2,0,0,Certo
1258,Derby,West Ham,0,0,D,0,0,D,14,6,2,6,14,18,6,1,1,1,0,0,Certo
1259,Arsenal,Derby,0,0,D,0,0,D,15,9,9,2,12,13,10,0,0,2,0,0,Certo
1260,Aston Villa,Tottenham,2,0,H,1,0,H,11,3,6,2,15,13,10,1,0,3,0,0,Certo
1261,Bradford,Everton,0,1,A,0,0,D,11,9,6,4,8,18,3,3,1,2,0,0,Certo
1262,Ipswich,Charlton,2,0,H,0,0,D,30,7,13,4,8,12,13,3,0,2,0,0,Certo
1263,Leicester,Newcastle,1,1,D,0,0,D,8,7,4,1,7,8,0,3,1,1,0,0,Certo
1264,Man United,Middlesbrough,2,1,H,0,1,A,18,5,11,1,5,10,10,0,0,0,0,0,Certo
1265,Sunderland,Southampton,2,2,D,1,1,D,11,10,5,5,13,21,7,4,1,1,0,0,Certo
1266,West Ham,Man City,4,1,H,0,1,A,22,10,11,5,7,7,7,5,1,1,0,0,Certo
1267,Chelsea,Leeds,1,1,D,0,0,D,12,11,7,3,19,24,3,2,4,4,0,0,Certo
1268,Liverpool,Coventry,4,1,H,1,0,H,19,10,13,5,10,12,7,1,1,0,0,0,Certo
1269,Charlton,Chelsea,2,0,H,1,0,H,10,13,6,3,18,22,4,5,2,3,0,0,Certo
1270,Derby,Bradford,2,0,H,0,0,D,7,7,3,4,10,18,2,4,3,1,0,0,Certo
1271,Everton,Arsenal,2,0,H,0,0,D,4,4,2,2,20,12,3,5,3,1,0,0,Certo
1272,Leeds,West Ham,0,1,A,0,1,A,15,4,6,3,14,19,2,2,1,1,0,0,Certo
1273,Man City,Man United,0,1,A,0,1,A,10,8,4,4,13,8,10,11,3,1,0,0,Certo
1274,Middlesbrough,Leicester,0,3,A,0,2,A,11,9,4,7,8,12,6,2,3,1,0,0,Certo
1275,Newcastle,Sunderland,1,2,A,1,0,H,19,9,9,6,17,26,1,4,1,3,0,0,Certo
1276,Southampton,Aston Villa,2,0,H,2,0,H,7,9,3,3,10,10,3,3,0,0,0,0,Certo
1277,Tottenham,Liverpool,2,1,H,2,1,H,6,9,4,4,11,13,6,5,1,2,0,0,Certo
1278,Coventry,Ipswich,0,1,A,0,0,D,12,10,5,4,10,12,5,5,1,1,0,0,Certo
1279,Charlton,Sunderland,0,1,A,0,0,D,10,8,2,3,16,16,7,8,0,1,0,0,Certo
1280,Coventry,Aston Villa,1,1,D,0,1,A,10,7,2,4,9,19,6,1,1,2,0,0,Certo
1281,Derby,Man United,0,3,A,0,0,D,1,12,0,7,12,12,3,9,2,1,0,0,Certo
1282,Everton,Chelsea,2,1,H,0,1,A,11,10,5,6,11,18,1,4,0,3,0,1,Certo
1283,Man City,Ipswich,2,3,A,0,2,A,9,11,4,4,8,5,6,5,0,2,0,0,Certo
1284,Middlesbrough,Bradford,2,2,D,0,2,A,14,9,9,5,17,18,6,4,0,2,1,0,Certo
1285,Southampton,West Ham,2,3,A,1,2,A,10,14,5,8,12,10,6,10,1,2,0,0,Certo
1286,Tottenham,Leicester,3,0,H,2,0,H,15,11,7,5,21,15,5,8,1,3,0,1,Certo
1287,Leeds,Arsenal,1,0,H,0,0,D,12,9,6,3,19,22,8,4,1,7,0,0,Certo
1288,Newcastle,Liverpool,2,1,H,1,0,H,9,13,6,9,17,15,5,11,3,2,0,0,Certo
1289,Arsenal,Southampton,1,0,H,0,0,D,24,7,12,5,14,15,16,8,0,2,0,0,Certo
1290,Aston Villa,Newcastle,1,1,D,1,0,H,8,9,4,5,11,12,8,2,2,1,0,0,Certo
1291,Bradford,Coventry,2,1,H,0,0,D,10,13,6,7,11,12,9,8,3,2,0,0,Certo
1292,Ipswich,Derby,0,1,A,0,1,A,11,3,5,3,13,13,6,1,1,1,0,0,Certo
1293,Leicester,Leeds,3,1,H,3,0,H,8,12,5,4,10,7,0,6,1,2,0,1,Certo
1294,Liverpool,Charlton,3,0,H,1,0,H,13,7,3,2,10,9,6,5,1,1,0,0,Certo
1295,Man United,Tottenham,2,0,H,1,0,H,16,5,8,3,7,8,7,5,2,1,0,0,Certo
1296,West Ham,Middlesbrough,1,0,H,1,0,H,14,5,6,3,17,19,7,5,1,4,0,1,Certo
1297,Chelsea,Man City,2,1,H,2,0,H,9,11,7,5,9,12,7,10,2,0,0,0,Certo
1298,Sunderland,Everton,2,0,H,1,0,H,24,7,11,2,16,23,8,4,0,3,0,0,Certo
1299,Arsenal,Newcastle,5,0,H,2,0,H,15,3,10,1,10,11,5,2,0,3,0,0,Certo
1300,Bradford,Tottenham,3,3,D,1,2,A,13,6,6,4,6,16,7,2,2,0,0,0,Certo
1301,Charlton,Man United,3,3,D,1,2,A,15,15,8,8,6,10,9,6,0,1,0,0,Certo
1302,Chelsea,Derby,4,1,H,3,0,H,19,5,10,3,8,14,3,6,0,0,0,0,Certo
1303,Man City,Everton,5,0,H,3,0,H,13,14,9,4,12,12,5,13,0,1,0,0,Certo
1304,Southampton,Leeds,1,0,H,1,0,H,12,13,3,5,13,15,2,10,3,4,1,0,Certo
1305,Sunderland,Middlesbrough,1,0,H,0,0,D,8,8,5,5,22,21,5,3,1,3,0,0,Certo
1306,West Ham,Aston Villa,1,1,D,1,1,D,13,15,5,4,14,15,4,4,1,3,0,0,Certo
1307,Coventry,Leicester,1,0,H,1,0,H,12,6,5,1,11,15,8,10,0,1,0,0,Certo
1308,Liverpool,Ipswich,0,1,A,0,1,A,14,11,5,6,12,14,8,5,1,3,0,0,Certo
1309,Aston Villa,Man City,2,2,D,0,0,D,10,9,5,4,8,16,5,4,2,1,1,0,Certo
1310,Derby,Coventry,1,0,H,1,0,H,4,14,3,5,17,10,3,5,1,3,0,0,Certo
1311,Everton,West Ham,1,1,D,0,0,D,15,9,5,4,10,7,9,7,1,2,0,0,Certo
1312,Ipswich,Southampton,3,1,H,0,1,A,15,13,7,4,11,12,6,1,1,2,0,0,Certo
1313,Leeds,Sunderland,2,0,H,1,0,H,17,17,8,6,16,20,8,5,3,4,0,0,Certo
1314,Leicester,Charlton,3,1,H,1,1,D,9,12,5,8,11,16,5,5,1,2,0,0,Certo
1315,Middlesbrough,Chelsea,1,0,H,0,0,D,7,9,4,3,14,16,3,5,0,2,0,0,Certo
1316,Newcastle,Bradford,2,1,H,1,0,H,17,7,6,3,16,17,4,3,0,2,0,0,Certo
1317,Man United,Liverpool,0,1,A,0,1,A,6,9,4,4,10,11,9,2,1,0,1,0,Certo
1318,Tottenham,Arsenal,1,1,D,1,0,H,8,17,4,10,20,14,3,7,2,1,0,0,Certo
1319,Coventry,Southampton,1,1,D,1,0,H,12,10,5,2,12,13,8,6,1,1,0,0,Certo
1320,Charlton,Everton,1,0,H,1,0,H,10,10,7,4,15,21,13,6,1,4,0,0,Certo
1321,Chelsea,Bradford,3,0,H,1,0,H,17,7,8,1,8,12,5,4,0,1,0,0,Certo
1322,Derby,Newcastle,2,0,H,1,0,H,8,8,5,4,17,16,2,3,1,2,0,0,Certo
1323,Leeds,Aston Villa,1,2,A,0,1,A,15,8,5,5,18,18,10,2,1,4,0,0,Certo
1324,Leicester,West Ham,2,1,H,1,1,D,11,11,6,4,7,5,6,5,1,0,0,0,Certo
1325,Liverpool,Arsenal,4,0,H,1,0,H,12,12,6,6,18,14,6,3,2,0,0,0,Certo
1326,Man United,Ipswich,2,0,H,2,0,H,20,5,4,3,7,8,11,3,0,1,0,0,Certo
1327,Sunderland,Man City,1,0,H,1,0,H,9,9,5,3,14,18,8,6,2,2,0,0,Certo
1328,Tottenham,Middlesbrough,0,0,D,0,0,D,16,5,8,0,22,13,8,4,2,3,0,0,Certo
1329,Arsenal,Leicester,6,1,H,1,0,H,27,2,15,2,14,11,14,0,0,0,0,0,Certo
1330,Aston Villa,Man United,0,1,A,0,0,D,6,14,3,3,15,16,2,4,1,2,0,0,Certo
1331,Bradford,Sunderland,1,4,A,0,1,A,11,16,3,11,17,17,9,8,2,0,0,0,Certo
1332,Everton,Coventry,1,2,A,0,0,D,17,10,9,5,14,16,5,2,2,1,0,0,Certo
1333,Ipswich,Chelsea,2,2,D,1,2,A,19,7,13,4,5,9,8,2,0,4,0,0,Certo
1334,Man City,Derby,0,0,D,0,0,D,15,14,7,3,15,14,7,7,2,2,0,0,Certo
1335,Middlesbrough,Liverpool,1,0,H,1,0,H,7,11,2,5,7,9,2,6,2,2,0,0,Certo
1336,Newcastle,Leeds,2,1,H,2,1,H,13,8,4,5,23,17,7,2,4,2,0,0,Certo
1337,West Ham,Charlton,5,0,H,3,0,H,17,12,10,8,19,11,5,8,1,0,0,0,Certo
1338,Southampton,Tottenham,2,0,H,2,0,H,17,7,6,2,17,13,4,4,1,3,0,0,Certo
1339,Arsenal,Sunderland,2,2,D,2,0,H,17,14,9,7,14,18,11,1,0,3,0,0,Certo
1340,Ipswich,Tottenham,3,0,H,1,0,H,18,6,9,3,13,17,10,5,0,0,0,0,Certo
1341,Man City,Charlton,1,4,A,0,2,A,8,13,1,8,11,14,7,4,1,2,0,0,Certo
1342,Middlesbrough,Coventry,1,1,D,0,1,A,14,9,6,3,9,16,4,3,1,3,0,0,Certo
1343,Newcastle,Man United,1,1,D,0,1,A,14,8,4,6,13,10,6,3,2,3,0,0,Certo
1344,Southampton,Derby,1,0,H,0,0,D,10,9,5,5,17,10,7,6,0,2,0,0,Certo
1345,Charlton,Arsenal,1,0,H,1,0,H,9,10,4,5,15,12,6,12,1,1,0,0,Certo
1346,Chelsea,Aston Villa,1,0,H,1,0,H,13,7,5,3,15,19,2,5,0,1,0,0,Certo
1347,Coventry,Man City,1,1,D,0,0,D,19,10,9,5,16,15,12,8,1,2,0,0,Certo
1348,Derby,Everton,1,0,H,1,0,H,7,9,3,6,9,18,5,11,2,3,0,0,Certo
1349,Leeds,Middlesbrough,1,1,D,0,1,A,16,5,5,3,14,15,5,1,2,3,0,0,Certo
1350,Leicester,Bradford,1,2,A,1,2,A,9,8,3,4,11,14,5,3,0,3,0,0,Certo
1351,Liverpool,Southampton,2,1,H,1,1,D,16,7,8,3,8,5,15,2,0,1,0,0,Certo
1352,Man United,West Ham,3,1,H,2,0,H,25,9,12,5,17,13,8,2,1,2,0,0,Certo
1353,Sunderland,Ipswich,4,1,H,1,1,D,16,9,9,3,15,10,4,3,1,5,0,0,Certo
1354,Tottenham,Newcastle,4,2,H,3,1,H,16,9,10,4,11,10,9,6,0,2,1,2,Certo
1355,Arsenal,Chelsea,1,1,D,1,0,H,15,12,8,8,13,15,10,3,1,4,0,0,Certo
1356,Aston Villa,Liverpool,0,3,A,0,2,A,5,12,1,6,7,10,1,4,2,0,0,0,Certo
1357,Bradford,Man United,0,3,A,0,0,D,9,20,3,11,11,11,1,9,1,0,0,0,Certo
1358,Everton,Tottenham,0,0,D,0,0,D,17,4,8,1,11,15,9,0,1,0,0,0,Certo
1359,Man City,Leeds,0,4,A,0,1,A,5,10,3,6,23,17,4,5,5,3,0,0,Certo
1360,Middlesbrough,Derby,4,0,H,1,0,H,13,6,8,3,8,14,4,5,0,4,0,0,Certo
1361,Newcastle,Coventry,3,1,H,1,0,H,11,12,6,5,6,9,2,7,0,3,0,0,Certo
1362,Southampton,Charlton,0,0,D,0,0,D,17,10,6,4,8,12,9,3,0,0,0,0,Certo
1363,West Ham,Sunderland,0,2,A,0,1,A,13,7,6,5,20,21,9,6,4,2,0,0,Certo
1364,Ipswich,Leicester,2,0,H,0,0,D,22,6,9,3,14,10,8,1,1,1,0,0,Certo
1365,Chelsea,Ipswich,4,1,H,1,1,D,23,5,10,2,11,12,11,1,3,0,0,1,Certo
1366,Coventry,Everton,1,3,A,0,3,A,9,8,5,4,9,22,15,3,0,1,0,0,Certo
1367,Derby,Man City,1,1,D,0,0,D,9,10,3,4,17,22,5,4,2,2,0,0,Certo
1368,Leeds,Newcastle,1,3,A,1,2,A,12,11,5,7,12,18,16,1,2,1,0,0,Certo
1369,Leicester,Arsenal,0,0,D,0,0,D,3,13,0,4,6,8,1,9,2,2,1,0,Certo
1370,Liverpool,Middlesbrough,0,0,D,0,0,D,22,4,7,2,9,10,7,3,1,1,0,0,Certo
1371,Man United,Aston Villa,2,0,H,0,0,D,12,5,7,3,10,19,7,3,1,2,0,0,Certo
1372,Tottenham,Southampton,0,0,D,0,0,D,9,9,4,6,10,15,6,0,0,1,0,0,Certo
1373,Sunderland,Bradford,0,0,D,0,0,D,14,7,6,3,10,13,8,7,0,1,0,0,Certo
1374,Charlton,West Ham,1,1,D,1,0,H,9,18,3,3,11,8,0,5,0,1,0,0,Certo
1375,Aston Villa,Leeds,1,2,A,1,1,D,12,7,4,3,11,10,5,3,2,0,0,0,Certo
1376,Arsenal,Bradford,2,0,H,2,0,H,20,6,8,2,12,14,6,3,1,2,0,0,Certo
1377,Charlton,Derby,2,1,H,1,1,D,13,6,9,3,13,14,9,3,2,1,0,0,Certo
1378,Chelsea,Newcastle,3,1,H,1,1,D,14,4,4,2,12,19,7,2,1,3,0,0,Certo
1379,Everton,Middlesbrough,2,2,D,0,1,A,17,6,8,3,17,12,9,1,1,5,0,0,Certo
1380,Leeds,Coventry,1,0,H,0,0,D,11,3,6,1,18,19,9,2,4,5,0,0,Certo
1381,Man City,Liverpool,1,1,D,0,1,A,4,16,2,3,17,13,5,11,1,1,0,0,Certo
1382,Southampton,Leicester,1,0,H,0,0,D,10,6,5,3,14,12,3,3,0,3,0,0,Certo
1383,Sunderland,Man United,0,1,A,0,0,D,9,13,2,7,15,13,3,2,2,0,2,1,Certo
1384,West Ham,Tottenham,0,0,D,0,0,D,17,14,6,6,9,16,9,4,1,1,0,0,Certo
1385,Bradford,Aston Villa,0,3,A,0,0,D,9,13,2,6,14,14,3,4,2,0,0,0,Certo
1386,Coventry,Arsenal,0,1,A,0,0,D,12,8,4,6,13,14,3,7,3,4,0,0,Certo
1387,Derby,Sunderland,1,0,H,1,0,H,9,17,3,5,16,18,3,4,7,3,0,0,Certo
1388,Ipswich,Leeds,1,2,A,0,2,A,11,10,6,3,10,15,3,4,1,2,1,0,Certo
1389,Leicester,Chelsea,2,1,H,1,0,H,10,8,5,4,7,13,2,7,0,1,0,0,Certo
1390,Liverpool,West Ham,3,0,H,2,0,H,14,8,10,3,9,6,5,3,0,1,0,1,Certo
1391,Man United,Everton,1,0,H,0,0,D,8,5,1,1,8,11,2,5,0,2,0,0,Certo
1392,Middlesbrough,Man City,1,1,D,0,1,A,14,6,6,3,12,14,4,2,0,2,1,0,Certo
1393,Tottenham,Charlton,0,0,D,0,0,D,9,7,3,2,17,14,2,3,2,0,0,0,Certo
1394,Everton,Leeds,2,2,D,1,0,H,7,9,4,5,18,18,4,7,2,1,0,0,Certo
1395,Arsenal,Ipswich,1,0,H,0,0,D,17,5,10,3,16,15,11,3,2,1,0,0,Certo
1396,Aston Villa,Middlesbrough,1,1,D,1,0,H,15,6,4,3,11,11,7,4,1,1,0,0,Certo
1397,Chelsea,Man United,1,1,D,1,0,H,8,16,4,6,16,12,3,8,0,2,0,0,Certo
1398,Everton,Leicester,2,1,H,2,0,H,9,9,6,2,12,7,7,2,3,2,0,0,Certo
1399,Leeds,Derby,0,0,D,0,0,D,12,3,6,2,11,17,17,4,2,5,0,0,Certo
1400,Man City,Tottenham,0,1,A,0,0,D,11,11,4,4,17,10,7,3,1,0,0,0,Certo
1401,Southampton,Bradford,2,0,H,0,0,D,12,4,6,1,9,16,8,0,0,1,0,0,Certo
1402,Sunderland,Liverpool,1,1,D,0,0,D,9,8,6,4,15,25,9,6,5,3,0,0,Certo
1403,Charlton,Newcastle,2,0,H,2,0,H,11,5,4,3,10,12,4,11,2,1,0,0,Certo
1404,West Ham,Coventry,1,1,D,0,0,D,21,13,9,4,13,16,5,4,2,5,0,0,Certo
1405,Bradford,West Ham,1,2,A,0,1,A,15,11,5,5,9,10,7,1,1,2,0,0,Certo
1406,Coventry,Charlton,2,2,D,1,1,D,17,15,7,7,15,11,3,7,0,0,0,0,Certo
1407,Derby,Aston Villa,1,0,H,1,0,H,9,19,5,7,9,10,1,9,1,1,0,0,Certo
1408,Ipswich,Everton,2,0,H,0,0,D,12,8,6,2,11,14,3,2,1,2,0,1,Certo
1409,Leicester,Sunderland,2,0,H,1,0,H,11,9,7,3,13,16,6,5,0,4,0,1,Certo
1410,Middlesbrough,Southampton,0,1,A,0,0,D,11,10,6,5,9,9,3,6,1,0,0,0,Certo
1411,Newcastle,Man City,0,1,A,0,0,D,10,11,3,3,18,11,5,5,1,0,0,0,Certo
1412,Tottenham,Leeds,1,2,A,1,1,D,13,15,4,9,16,14,5,12,2,1,0,0,Certo
1413,Man United,Arsenal,6,1,H,5,1,H,16,6,9,2,10,6,3,3,0,0,0,0,Certo
1414,Arsenal,West Ham,3,0,H,3,0,H,16,4,6,2,19,12,5,6,2,3,0,0,Certo
1415,Coventry,Chelsea,0,0,D,0,0,D,17,24,10,11,13,15,5,8,2,2,0,0,Certo
1416,Derby,Tottenham,2,1,H,2,0,H,8,13,4,7,20,12,6,7,2,3,0,0,Certo
1417,Everton,Newcastle,1,1,D,0,0,D,16,4,6,2,13,12,4,1,1,2,0,0,Certo
1418,Leeds,Man United,1,1,D,0,0,D,18,5,10,5,25,21,14,3,3,5,0,0,Certo
1419,Leicester,Liverpool,2,0,H,0,0,D,9,8,7,3,9,7,4,7,1,1,0,0,Certo
1420,Man City,Southampton,0,1,A,0,0,D,15,6,7,1,15,15,5,6,1,1,0,0,Certo
1421,Middlesbrough,Charlton,0,0,D,0,0,D,8,11,2,8,13,12,4,5,1,1,0,0,Certo
1422,Ipswich,Bradford,3,1,H,0,1,A,21,7,8,5,13,14,7,2,0,4,0,0,Certo
1423,Sunderland,Aston Villa,1,1,D,0,0,D,18,6,12,2,17,18,5,3,1,2,0,0,Certo
1424,West Ham,Chelsea,0,2,A,0,2,A,7,17,2,6,12,9,1,0,2,2,0,0,Certo
1425,Aston Villa,Ipswich,2,1,H,0,1,A,9,8,5,3,15,11,6,2,1,1,0,0,Certo
1426,Bradford,Man City,2,2,D,0,1,A,16,10,7,3,13,12,3,3,2,1,0,0,Certo
1427,Charlton,Leeds,1,2,A,1,1,D,7,7,3,5,19,13,2,5,3,5,0,0,Certo
1428,Chelsea,Sunderland,2,4,A,2,1,H,14,11,6,7,15,26,4,5,0,0,0,0,Certo
1429,Man United,Leicester,2,0,H,0,0,D,19,5,8,2,11,13,14,2,1,1,0,0,Certo
1430,Newcastle,Middlesbrough,1,2,A,0,2,A,16,7,5,4,14,19,5,1,0,3,0,1,Certo
1431,Southampton,Everton,1,0,H,0,0,D,17,5,5,1,13,18,6,6,1,1,0,0,Certo
1432,Tottenham,Coventry,3,0,H,2,0,H,12,11,4,5,13,10,5,8,0,1,0,0,Certo
1433,West Ham,Ipswich,0,1,A,0,0,D,5,13,2,5,14,8,4,5,0,0,0,0,Certo
1434,Aston Villa,Arsenal,0,0,D,0,0,D,4,14,2,5,16,13,3,3,2,2,0,1,Certo
1435,Liverpool,Derby,1,1,D,0,1,A,18,7,8,4,11,9,9,3,2,2,0,0,Certo
1436,Arsenal,Tottenham,2,0,H,0,0,D,25,4,19,3,5,6,12,2,0,1,0,0,Certo
1437,Bradford,Newcastle,2,2,D,2,1,H,22,14,8,7,17,23,10,8,0,1,0,0,Certo
1438,Chelsea,Middlesbrough,2,1,H,1,0,H,17,7,5,3,19,10,4,3,2,1,0,0,Certo
1439,Coventry,Derby,2,0,H,1,0,H,12,14,7,8,12,16,9,4,0,1,1,0,Certo
1440,Liverpool,Man United,2,0,H,2,0,H,15,9,6,3,8,8,6,4,1,1,1,0,Certo
1441,Man City,Aston Villa,1,3,A,1,2,A,12,8,6,7,18,13,9,2,6,4,1,0,Certo
1442,Sunderland,Leeds,0,2,A,0,1,A,14,7,8,4,17,10,8,4,2,2,0,1,Certo
1443,West Ham,Everton,0,2,A,0,1,A,17,10,6,7,16,16,8,2,3,2,1,0,Certo
1444,Charlton,Leicester,2,0,H,1,0,H,16,5,9,1,12,9,6,2,2,2,0,0,Certo
1445,Southampton,Ipswich,0,3,A,0,1,A,11,11,3,5,17,15,6,7,2,1,0,0,Certo
1446,Aston Villa,Leicester,2,1,H,1,1,D,9,6,5,2,11,12,10,3,2,2,0,0,Certo
1447,Aston Villa,West Ham,2,2,D,0,0,D,6,7,4,5,5,3,5,3,1,3,0,0,Certo
1448,Derby,Chelsea,0,4,A,0,0,D,3,10,2,7,13,7,1,9,1,1,0,0,Certo
1449,Leeds,Southampton,2,0,H,1,0,H,15,6,7,2,10,11,10,1,0,0,0,0,Certo
1450,Leicester,Coventry,1,3,A,1,2,A,9,15,4,5,9,19,4,9,3,2,0,0,Certo
1451,Everton,Man City,3,1,H,2,1,H,11,13,7,5,17,18,8,8,0,3,1,1,Certo
1452,Middlesbrough,Sunderland,0,0,D,0,0,D,12,12,6,4,22,22,3,2,5,3,1,0,Certo
1453,Ipswich,Liverpool,1,1,D,0,0,D,8,7,5,2,10,15,6,1,0,0,0,0,Certo
1454,Man United,Charlton,2,1,H,1,0,H,23,3,8,2,8,9,12,4,1,1,0,0,Certo
1455,Tottenham,Bradford,2,1,H,1,1,D,17,10,13,5,13,9,5,7,1,1,0,0,Certo
1456,Man City,Arsenal,0,4,A,0,4,A,7,15,2,8,10,8,7,3,2,0,0,0,Certo
1457,Bradford,Charlton,2,0,H,0,0,D,4,3,8,8,13,21,3,7,1,3,0,0,Error
1458,Liverpool,Leeds,1,2,A,0,2,A,11,9,5,3,19,16,8,2,3,1,1,0,Certo
1459,Arsenal,Middlesbrough,0,3,A,0,2,A,17,6,8,2,13,11,9,0,1,1,0,0,Certo
1460,Aston Villa,Everton,2,1,H,1,1,D,8,5,5,3,13,14,5,3,0,3,0,0,Certo
1461,Chelsea,Southampton,1,0,H,1,0,H,14,9,8,5,11,19,7,6,3,3,0,0,Certo
1462,Ipswich,Newcastle,1,0,H,0,0,D,14,6,5,2,6,13,9,3,0,1,0,1,Certo
1463,Leicester,Man City,1,2,A,1,1,D,15,8,9,3,13,26,5,1,2,3,0,0,Certo
1464,Man United,Coventry,4,2,H,2,2,D,28,9,13,4,9,18,9,2,1,4,0,0,Certo
